expiry,K,call_bid,call_ask,call_mid,put_mid
2025-10-10,410.0,41.355574184562784,41.468931126006986,41.41197169989028,0.7719692165083032
2025-10-10,415.0,36.78939113368409,36.90089548126695,36.848656893098145,1.1963408299574567
2025-10-10,420.0,32.42874363341026,32.535066699354516,32.48264173144181,1.8180120885423534
2025-10-10,425.0,28.232911880606274,28.348444475666376,28.296678742081838,2.6197355194236707
2025-10-10,430.0,24.295636991373193,24.41283238156367,24.351988500841337,3.662731698424402
2025-10-10,435.0,20.618438489712723,20.721565614499994,20.670660716683713,4.969090334508067
2025-10-10,440.0,17.28081432470307,17.397804670949487,17.345522387648096,6.631638425713682
2025-10-10,445.0,14.276218134924928,14.411548666112344,14.336373925737004,8.610176384043879
2025-10-10,450.0,11.626810522278658,11.748714106865979,11.67994566075316,10.941434539301268
2025-10-10,455.0,9.32578367661523,9.442697375799762,9.384164942294174,13.63334024108357
2025-10-10,460.0,7.332678899575194,7.4555200421076036,7.402646208492112,16.63950792752274
2025-10-10,465.0,5.685508088419456,5.8292811330979,5.76464671307953,19.989194852351446
2025-10-10,470.0,4.346229291116164,4.4562804555885585,4.4003733854489235,23.612607944962072
2025-10-10,475.0,3.2562464635771624,3.3692978948133843,3.316141844777481,27.516062824531918
2025-10-10,480.0,2.3918510312072763,2.5252300302234714,2.4631714940145892,31.65077889401026
2025-10-10,485.0,1.7026227939538419,1.8125907469547164,1.7552999085772802,35.93059372881424
2025-10-10,490.0,1.213686366099887,1.3283572414536682,1.27181577705299,40.434796017531184
2025-10-10,495.0,0.8371562162081273,0.9627826791073107,0.8913097888099242,45.04197644952941
2025-10-10,500.0,0.555566711233421,0.6633143384294683,0.6116876792240192,49.75004076018473
2025-10-10,505.0,0.3691022449962204,0.4811342979789799,0.42051015386038426,54.546549655062385
2025-10-10,510.0,0.25526603942756043,0.3712202360090976,0.31592584173543686,59.42965176317867
2025-10-10,515.0,0.1201499347878864,0.23048902824401574,0.17172042046233985,64.2731327621468
2025-10-10,520.0,0.09078848443882653,0.193317458351739,0.14237483280921343,69.23147359473496
2025-10-10,525.0,0.0,0.11274832128387652,0.0451710373703102,74.12195621953735
2025-10-10,530.0,0.0,0.10773402382608847,0.04306357137217856,79.1075351737805
2025-10-10,535.0,0.0,0.10549876212307219,0.0342062910027892,84.0863643136523
2025-10-10,540.0,0.0,0.09357273849843481,0.030698512685694495,89.07054295557649
2025-10-10,545.0,0.0,0.08665965868616414,0.02569180290161774,94.0532226660337
2025-10-10,550.0,0.0,0.09107047588313759,0.022701340599924444,99.0379186239733
2025-10-10,555.0,0.0,0.07905067169240407,0.0,104.00290370361455
2025-10-10,560.0,0.0,0.061715666288253423,0.0,108.99059012385584
2025-10-10,565.0,0.0,0.072176483956318,0.018493994388437688,113.99677053848556
2025-10-10,570.0,0.0,0.0534155555094051,0.0,118.96596296433842
2025-10-10,575.0,0.0,0.06728697644405593,0.0,123.95364938457959
2025-10-10,580.0,0.0,0.05986857078428238,0.0,128.94133580482088
2025-10-10,585.0,0.0,0.052452778459421104,0.0,133.92902222506217
2025-10-10,590.0,0.0,0.0677847391161339,0.010011363355516462,138.92672000865898
2025-10-10,595.0,0.0,0.05723246318558315,0.002884802440916965,143.90727986798555
2025-10-10,600.0,0.0,0.0675903765872722,0.013828815874971204,148.9059103016609
2025-10-10,605.0,0.0,0.05133822964516042,0.0,153.8797679060272
2025-10-10,610.0,0.0,0.06692488231457029,0.0031759242308704674,158.87063025049937
2025-10-10,615.0,0.0,0.06489616243439916,0.012514424994652516,163.86765517150434
2025-10-10,620.0,0.0,0.05266387490008955,0.0,168.84282716675096
2025-10-10,625.0,0.0,0.06145786454776401,0.009136165651501446,173.83964975264377
2025-10-10,630.0,0.0,0.055553272188190166,0.0,178.81820000723354
2025-10-10,635.0,0.0,0.05471538522545139,0.0,183.80588642747472
2025-10-10,640.0,0.0,0.06012715817819829,0.0,188.793572847716
2025-10-10,645.0,0.0,0.05155429327668466,0.0,193.7812592679573
2025-10-10,650.0,0.0,0.0632570316795605,0.009739467595568457,198.77868515579416
2025-10-10,655.0,0.0,0.05053155347577867,0.0,203.75663210843987
2025-10-10,660.0,0.0,0.05025073030738471,0.00024988637647056425,208.74456841505753
2025-10-10,665.0,0.0,0.06683051537875581,0.009614935043327336,213.74161988396565
2025-10-10,670.0,0.0,0.062095566999907474,0.008930624383174391,218.7286219935468
2025-10-10,675.0,0.0,0.0642805685594294,0.013307702575294508,223.72068549198022
